Country,Year,Value
China (People's Republic of),1970,8.23228E-05
China (People's Republic of),1980,0.004068425
China (People's Republic of),1985,0.004135046
China (People's Republic of),1990,0.006078779
China (People's Republic of),1995,0.010936589
China (People's Republic of),2000,0.012240796
China (People's Republic of),2001,0.012446603
China (People's Republic of),2002,0.235767881
China (People's Republic of),2003,0.235767881
China (People's Republic of),2004,0.267592518
China (People's Republic of),2005,0.267592518
China (People's Republic of),2006,0.267592518
China (People's Republic of),2007,0.267592518
China (People's Republic of),2008,0.270458572
China (People's Republic of),2009,0.270458572
China (People's Republic of),2010,0.270458572
China (People's Republic of),2011,0.270458572
China (People's Republic of),2012,0.270458572
China (People's Republic of),2013,0.330128909
China (People's Republic of),2014,0.330128909
China (People's Republic of),2015,0.357480672
China (People's Republic of),2016,0.357480672
China (People's Republic of),2017,0.357480672
China (People's Republic of),2018,0.357480672
China (People's Republic of),2019,0.479092084
China (People's Republic of),2020,0.479092084
China (People's Republic of),2021,0.479092084
Colombia,1950,0.003171884
Colombia,1960,0.003171884
Colombia,1970,0.050337446
Colombia,1980,0.220015555
Colombia,1985,0.297484991
Colombia,1990,0.314405636
Colombia,1995,3.825209616
Colombia,2000,3.825209616
Colombia,2001,3.825209616
Colombia,2002,3.825315738
Colombia,2003,3.825315738
Colombia,2004,3.83703114
Colombia,2005,8.002198334
Colombia,2006,8.004167497
Colombia,2007,8.004167497
Colombia,2008,8.004686318
Colombia,2009,8.011242331
Colombia,2010,8.071755747
Colombia,2011,8.071885452
Colombia,2012,8.072109489
Colombia,2013,8.29480169
Colombia,2014,8.384994035
Colombia,2015,8.384994035
Colombia,2016,8.385241655
Colombia,2017,12.43714075
Colombia,2018,12.52570589
Colombia,2019,12.52570589
Colombia,2020,12.52570589
Colombia,2021,12.52570589
Cook Islands,1950,1.81594E-05
Cook Islands,1960,1.81594E-05
Cook Islands,1970,1.81594E-05
Cook Islands,1980,7.26374E-05
Cook Islands,1985,7.26374E-05
Cook Islands,1990,7.26374E-05
Cook Islands,1995,7.26374E-05
Cook Islands,2000,7.26374E-05
Cook Islands,2001,7.26374E-05
Cook Islands,2002,7.26374E-05
Cook Islands,2003,7.26374E-05
Cook Islands,2004,7.26374E-05
Cook Islands,2005,7.26374E-05
Cook Islands,2006,7.26374E-05
Cook Islands,2007,7.26374E-05
Cook Islands,2008,7.26374E-05
Cook Islands,2009,7.26374E-05
Cook Islands,2010,7.26374E-05
Cook Islands,2011,7.26374E-05
Cook Islands,2012,7.26374E-05
Cook Islands,2013,7.26374E-05
Cook Islands,2014,7.26374E-05
Cook Islands,2015,7.26374E-05
Cook Islands,2016,7.26374E-05
Cook Islands,2017,99.95639486
Cook Islands,2018,99.95639486
Cook Islands,2019,99.95639486
Cook Islands,2020,99.9563994
Cook Islands,2021,99.9563994
Costa Rica,1950,0
Costa Rica,1960,0
Costa Rica,1970,0.347737312
Costa Rica,1980,0.750086717
Costa Rica,1985,0.775687105
Costa Rica,1990,0.775811153
Costa Rica,1995,0.914248624
Costa Rica,2000,1.108735077
Costa Rica,2001,1.113696993
Costa Rica,2002,1.113696993
Costa Rica,2003,1.113696993
Costa Rica,2004,1.113696993
Costa Rica,2005,1.113696993
Costa Rica,2006,1.148383891
Costa Rica,2007,1.148383891
Costa Rica,2008,1.148383891
Costa Rica,2009,1.148383891
Costa Rica,2010,1.148383891
Costa Rica,2011,2.810470864
Costa Rica,2012,2.810470864
Costa Rica,2013,2.810470864
Costa Rica,2014,2.810470864
Costa Rica,2015,2.810470864
Costa Rica,2016,2.810470864
Costa Rica,2017,2.810470864
Costa Rica,2018,2.811664825
Costa Rica,2019,2.811664825
Costa Rica,2020,2.873471697
Costa Rica,2021,2.873471697
Croatia,1950,0.037878665
Croatia,1960,0.078994823
Croatia,1970,0.297201835
Croatia,1980,0.707230293
Croatia,1985,0.857288082
Croatia,1990,0.951013497
Croatia,1995,0.971571576
Croatia,2000,0.97416157
Croatia,2001,0.97416157
Croatia,2002,0.97416157
Croatia,2003,0.97416157
Croatia,2004,0.976265941
Croatia,2005,0.976265941
Croatia,2006,1.233970364
Croatia,2007,1.233970364
Croatia,2008,1.233970364
Croatia,2009,1.233970364
Croatia,2010,1.233970364
Croatia,2011,1.233970364
Croatia,2012,1.233970364
Croatia,2013,2.405457118
Croatia,2014,9.400869591
Croatia,2015,9.400869591
Croatia,2016,9.400869591
Croatia,2017,9.400869591
Croatia,2018,9.400869591
Croatia,2019,9.400869591
Croatia,2020,9.400869591
Croatia,2021,9.400869591
Cyprus,1950,8.522239262
Cyprus,1960,8.522239262
Cyprus,1970,8.522239262
Cyprus,1980,8.522239262
Cyprus,1985,8.522239262
Cyprus,1990,8.522239262
Cyprus,1995,8.522695153
Cyprus,2000,8.522695153
Cyprus,2001,8.522695153
Cyprus,2002,8.522695153
Cyprus,2003,8.522695153
Cyprus,2004,8.522695153
Cyprus,2005,8.544304375
Cyprus,2006,8.544304375
Cyprus,2007,8.553786902
Cyprus,2008,8.574484342
Cyprus,2009,8.574484342
Cyprus,2010,8.574484342
Cyprus,2011,8.574484342
Cyprus,2012,8.574484342
Cyprus,2013,8.574484342
Cyprus,2014,8.57457552
Cyprus,2015,8.57457552
Cyprus,2016,8.575213767
Cyprus,2017,8.575213767
Cyprus,2018,8.575213767
Cyprus,2019,8.575213767
Cyprus,2020,8.575213767
Cyprus,2021,8.575213767
Estonia,1950,0
Estonia,1960,0
Estonia,1970,0
Estonia,1980,0
Estonia,1985,0
Estonia,1990,0
Estonia,1995,0.755584594
Estonia,2000,1.624519252
Estonia,2001,1.624519252
Estonia,2002,1.624519252
Estonia,2003,1.624519252
Estonia,2004,17.81699657
Estonia,2005,17.81699657
Estonia,2006,17.81699657
Estonia,2007,18.06918809
Estonia,2008,18.06943558
Estonia,2009,18.07215796
Estonia,2010,18.07215796
Estonia,2011,18.91683867
Estonia,2012,19.31975112
Estonia,2013,19.31975112
Estonia,2014,19.31975112
Estonia,2015,19.31975112
Estonia,2016,19.31975112
Estonia,2017,19.31975112
Estonia,2018,19.33732286
Estonia,2019,19.48136159
Estonia,2020,19.48136159
Estonia,2021,19.48136159
Faeroe Islands,1950,0
Faeroe Islands,1960,0
Faeroe Islands,1970,0
Faeroe Islands,1980,0
Faeroe Islands,1985,0
Faeroe Islands,1990,0
Faeroe Islands,1995,0
Faeroe Islands,2000,0
Faeroe Islands,2001,0
Faeroe Islands,2002,0
Faeroe Islands,2003,0
Faeroe Islands,2004,0
Faeroe Islands,2005,0
Faeroe Islands,2006,0
Faeroe Islands,2007,0
Faeroe Islands,2008,0.005973821
Faeroe Islands,2009,0.005973821
Faeroe Islands,2010,0.005973821
Faeroe Islands,2011,0.449861889
Faeroe Islands,2012,0.461444463
Faeroe Islands,2013,0.461444463
Faeroe Islands,2014,0.461875906
Faeroe Islands,2015,0.461875906
Faeroe Islands,2016,0.461875906
Faeroe Islands,2017,0.461875906
Faeroe Islands,2018,0.461875906
Faeroe Islands,2019,1.310722643
Faeroe Islands,2020,1.310722643
Faeroe Islands,2021,1.310722643
Falkland Islands (Malvinas),1950,0.000229337
Falkland Islands (Malvinas),1960,0.000229337
Falkland Islands (Malvinas),1970,0.000475055
Falkland Islands (Malvinas),1980,0.000769916
Falkland Islands (Malvinas),1985,0.000769916
Falkland Islands (Malvinas),1990,0.000769916
Falkland Islands (Malvinas),1995,0.000769916
Falkland Islands (Malvinas),2000,0.000769916
Falkland Islands (Malvinas),2001,0.009435568
Falkland Islands (Malvinas),2002,0.009435568
Falkland Islands (Malvinas),2003,0.009435568
Falkland Islands (Malvinas),2004,0.009435568
Falkland Islands (Malvinas),2005,0.009435568
Falkland Islands (Malvinas),2006,0.009435568
Falkland Islands (Malvinas),2007,0.009435568
Falkland Islands (Malvinas),2008,0.009435568
Falkland Islands (Malvinas),2009,0.009435568
Falkland Islands (Malvinas),2010,0.009435568
Falkland Islands (Malvinas),2011,0.009435568
Falkland Islands (Malvinas),2012,0.009435568
Falkland Islands (Malvinas),2013,0.009435568
Falkland Islands (Malvinas),2014,0.009435568
Falkland Islands (Malvinas),2015,0.009435568
Falkland Islands (Malvinas),2016,0.009435568
Falkland Islands (Malvinas),2017,0.009435568
Falkland Islands (Malvinas),2018,2.367623159
Falkland Islands (Malvinas),2019,7.162087495
Falkland Islands (Malvinas),2020,7.162087495
Falkland Islands (Malvinas),2021,7.162087495
French Guiana,1950,0
French Guiana,1960,0
French Guiana,1970,0
French Guiana,1980,0
French Guiana,1985,6.80117E-05
French Guiana,1990,6.80117E-05
French Guiana,1995,0.560484515
French Guiana,2000,0.562524867
French Guiana,2001,0.571502413
French Guiana,2002,0.571502413
French Guiana,2003,0.571502413
French Guiana,2004,0.571502413
French Guiana,2005,0.571502413
French Guiana,2006,0.571502413
French Guiana,2007,0.571502413
French Guiana,2008,0.600271367
French Guiana,2009,0.600271367
French Guiana,2010,0.600271367
French Guiana,2011,0.600271367
French Guiana,2012,0.600271367
French Guiana,2013,0.623735407
French Guiana,2014,0.623735407
French Guiana,2015,0.624007454
French Guiana,2016,0.624007454
French Guiana,2017,0.624007454
French Guiana,2018,0.624007454
French Guiana,2019,0.624007454
French Guiana,2020,0.624007454
French Guiana,2021,0.624007454
French Polynesia,1950,0
French Polynesia,1960,0
French Polynesia,1970,0
French Polynesia,1980,0.001523352
French Polynesia,1985,0.001523352
French Polynesia,1990,0.001523352
French Polynesia,1995,0.004080347
French Polynesia,2000,0.004080347
French Polynesia,2001,0.004080347
French Polynesia,2002,0.004080347
French Polynesia,2003,0.004080347
French Polynesia,2004,0.004080347
French Polynesia,2005,0.004080347
French Polynesia,2006,0.004080347
French Polynesia,2007,0.004080347
French Polynesia,2008,0.004080347
French Polynesia,2009,0.004080347
French Polynesia,2010,0.004080347
French Polynesia,2011,0.004080347
French Polynesia,2012,0.004080347
French Polynesia,2013,0.004080347
French Polynesia,2014,0.004080347
French Polynesia,2015,0.004080347
French Polynesia,2016,0.010753355
French Polynesia,2017,0.010753355
French Polynesia,2018,0.010753355
French Polynesia,2019,0.010753355
French Polynesia,2020,0.010753355
French Polynesia,2021,0.010753355
Georgia,1950,0
Georgia,1960,0
Georgia,1970,0.000786878
Georgia,1980,0.000786878
Georgia,1985,0.000786878
Georgia,1990,0.000786878
Georgia,1995,0.000786878
Georgia,2000,0.666485685
Georgia,2001,0.666485685
Georgia,2002,0.666485685
Georgia,2003,0.666485685
Georgia,2004,0.666485685
Georgia,2005,0.666485685
Georgia,2006,0.666485685
Georgia,2007,0.666485685
Georgia,2008,0.666485685
Georgia,2009,0.666485685
Georgia,2010,0.666485685
Georgia,2011,0.666485685
Georgia,2012,0.666485685
Georgia,2013,0.666485685
Georgia,2014,0.666485685
Georgia,2015,0.666485685
Georgia,2016,0.666485685
Georgia,2017,0.666485685
Georgia,2018,0.666485685
Georgia,2019,0.666485685
Georgia,2020,0.666485685
Georgia,2021,0.666485685
Gibraltar,1950,0
Gibraltar,1960,0
Gibraltar,1970,0
Gibraltar,1980,0
Gibraltar,1985,0
Gibraltar,1990,0
Gibraltar,1995,0
Gibraltar,2000,0
Gibraltar,2001,0
Gibraltar,2002,0
Gibraltar,2003,0
Gibraltar,2004,0
Gibraltar,2005,0
Gibraltar,2006,14.02256505
Gibraltar,2007,14.02256505
Gibraltar,2008,14.02256505
Gibraltar,2009,14.02256505
Gibraltar,2010,14.02256505
Gibraltar,2011,14.02256505
Gibraltar,2012,43.77158646
Gibraltar,2013,43.77158646
Gibraltar,2014,43.77158646
Gibraltar,2015,43.77158646
Gibraltar,2016,43.77158646
Gibraltar,2017,43.77158646
Gibraltar,2018,43.77158646
Gibraltar,2019,43.77158646
Gibraltar,2020,43.77158646
Gibraltar,2021,43.77158646
Greenland,1950,0
Greenland,1960,0
Greenland,1970,0.000015915
Greenland,1980,4.342789845
Greenland,1985,4.342789845
Greenland,1990,4.404460585
Greenland,1995,4.404460585
Greenland,2000,4.4044765
Greenland,2001,4.4044765
Greenland,2002,4.4044765
Greenland,2003,4.418951219
Greenland,2004,4.418975092
Greenland,2005,4.419010901
Greenland,2006,4.419010901
Greenland,2007,4.419010901
Greenland,2008,4.419484373
Greenland,2009,4.419484373
Greenland,2010,4.423514854
Greenland,2011,4.425906087
Greenland,2012,4.425906087
Greenland,2013,4.425906087
Greenland,2014,4.425906087
Greenland,2015,4.425906087
Greenland,2016,4.425906087
Greenland,2017,4.425906087
Greenland,2018,4.425906087
Greenland,2019,4.434472352
Greenland,2020,4.434472352
Greenland,2021,4.434472352
Guadeloupe,1950,0
Guadeloupe,1960,0
Guadeloupe,1970,0
Guadeloupe,1980,0
Guadeloupe,1985,0
Guadeloupe,1990,1.461745781
Guadeloupe,1995,1.462139809
Guadeloupe,2000,1.530011151
Guadeloupe,2001,1.530011151
Guadeloupe,2002,1.530011151
Guadeloupe,2003,1.530109658
Guadeloupe,2004,1.530109658
Guadeloupe,2005,1.530109658
Guadeloupe,2006,1.530109658
Guadeloupe,2007,1.530109658
Guadeloupe,2008,1.530109658
Guadeloupe,2009,1.530109658
Guadeloupe,2010,99.52164987
Guadeloupe,2011,99.52164987
Guadeloupe,2012,99.52164987
Guadeloupe,2013,99.52164987
Guadeloupe,2014,99.52164987
Guadeloupe,2015,99.52164987
Guadeloupe,2016,99.52164987
Guadeloupe,2017,99.52164987
Guadeloupe,2018,99.52164987
Guadeloupe,2019,99.52164987
Guadeloupe,2020,99.52164987
Guadeloupe,2021,99.52164987
Guam,1950,0
Guam,1960,0
Guam,1970,0
Guam,1980,0.00201927
Guam,1985,0.002620755
Guam,1990,0.002620755
Guam,1995,0.004296319
Guam,2000,0.020493441
Guam,2001,0.020493441
Guam,2002,0.020493441
Guam,2003,0.020493441
Guam,2004,0.020493441
Guam,2005,0.020493441
Guam,2006,0.020493441
Guam,2007,0.020493441
Guam,2008,0.020493441
Guam,2009,23.78244473
Guam,2010,23.78244473
Guam,2011,23.78244473
Guam,2012,23.78244473
Guam,2013,23.78244473
Guam,2014,23.78244473
Guam,2015,23.78244473
Guam,2016,23.78244473
Guam,2017,23.78244473
Guam,2018,23.78244473
Guam,2019,23.78244473
Guam,2020,23.78244473
Guam,2021,23.78244473
India,1950,0
India,1960,0
India,1970,0
India,1980,0.004971573
India,1985,0.006219251
India,1990,0.01647623
India,1995,0.016503021
India,2000,0.017612918
India,2001,0.017612918
India,2002,0.060095183
India,2003,0.060095183
India,2004,0.060095183
India,2005,0.060095183
India,2006,0.060095183
India,2007,0.060095183
India,2008,0.060095183
India,2009,0.060095183
India,2010,0.060095183
India,2011,0.060095183
India,2012,0.060095183
India,2013,0.060095183
India,2014,0.060095183
India,2015,0.060095183
India,2016,0.060095183
India,2017,0.060095183
India,2018,0.060095183
India,2019,0.060095183
India,2020,0.060095183
India,2021,0.060095183
Indonesia,1950,0.854932031
Indonesia,1960,0.854932031
Indonesia,1970,0.854932031
Indonesia,1980,0.854932031
Indonesia,1985,0.860322253
Indonesia,1990,0.860325221
Indonesia,1995,0.888656539
Indonesia,2000,0.90712755
Indonesia,2001,0.908169382
Indonesia,2002,0.908169382
Indonesia,2003,0.928822008
Indonesia,2004,0.938458218
Indonesia,2005,0.94831259
Indonesia,2006,0.959839533
Indonesia,2007,1.230212915
Indonesia,2008,1.323449517
Indonesia,2009,2.162285085
Indonesia,2010,2.174110331
Indonesia,2011,2.176921201
Indonesia,2012,2.23230455
Indonesia,2013,2.32144951
Indonesia,2014,2.608725218
Indonesia,2015,2.661466883
Indonesia,2016,2.711586157
Indonesia,2017,2.816929982
Indonesia,2018,2.979786829
Indonesia,2019,2.979786829
Indonesia,2020,2.979786829
Indonesia,2021,2.979786829
Israel,1950,0
Israel,1960,0
Israel,1970,0.004849577
Israel,1980,0.005888772
Israel,1985,0.00831356
Israel,1990,0.00831356
Israel,1995,0.00831356
Israel,2000,0.01662712
Israel,2001,0.01662712
Israel,2002,0.037757417
Israel,2003,0.045031782
Israel,2004,0.048495765
Israel,2005,0.05577013
Israel,2006,0.05577013
Israel,2007,0.05577013
Israel,2008,0.0620053
Israel,2009,0.063737292
Israel,2010,0.063737292
Israel,2011,0.066854876
Israel,2012,0.067201275
Israel,2013,0.071011656
Israel,2014,0.071011656
Israel,2015,0.071011656
Israel,2016,0.071011656
Israel,2017,0.071011656
Israel,2018,0.073436445
Israel,2019,0.073436445
Israel,2020,0.073436445
Israel,2021,0.073436445
Latvia,1950,0.021002721
Latvia,1960,0.026412513
Latvia,1970,0.0690544
Latvia,1980,0.103104266
Latvia,1985,0.103104266
Latvia,1990,0.123788764
Latvia,1995,0.350045347
Latvia,2000,1.091823259
Latvia,2001,1.096278382
Latvia,2002,2.4872313
Latvia,2003,2.4872313
Latvia,2004,2.489777085
Latvia,2005,2.489777085
Latvia,2006,2.489777085
Latvia,2007,2.491049977
Latvia,2008,8.550016707
Latvia,2009,8.550016707
Latvia,2010,16.36461996
Latvia,2011,16.36461996
Latvia,2012,16.36461996
Latvia,2013,16.36812042
Latvia,2014,16.36812042
Latvia,2015,16.36812042
Latvia,2016,16.36812042
Latvia,2017,16.36812042
Latvia,2018,16.36812042
Latvia,2019,16.36812042
Latvia,2020,16.36812042
Latvia,2021,16.36812042
Lithuania,1950,13.82415955
Lithuania,1960,13.82415955
Lithuania,1970,13.82415955
Lithuania,1980,13.82415955
Lithuania,1985,13.82415955
Lithuania,1990,13.82415955
Lithuania,1995,15.29743169
Lithuania,2000,15.29743169
Lithuania,2001,15.29743169
Lithuania,2002,15.50903272
Lithuania,2003,15.50903272
Lithuania,2004,15.52093528
Lithuania,2005,16.18747851
Lithuania,2006,16.18747851
Lithuania,2007,16.18747851
Lithuania,2008,16.18747851
Lithuania,2009,16.2271537
Lithuania,2010,16.2271537
Lithuania,2011,16.2271537
Lithuania,2012,16.2271537
Lithuania,2013,20.87973127
Lithuania,2014,20.87973127
Lithuania,2015,22.93887375
Lithuania,2016,22.93887375
Lithuania,2017,22.93887375
Lithuania,2018,22.93887375
Lithuania,2019,22.93887375
Lithuania,2020,22.93887375
Lithuania,2021,22.93887375
Malta,1950,3.037115207
Malta,1960,3.037115207
Malta,1970,3.037115207
Malta,1980,3.037115207
Malta,1985,3.037115207
Malta,1990,3.061716163
Malta,1995,3.061885824
Malta,2000,3.062055486
Malta,2001,3.06918128
Malta,2002,3.069350942
Malta,2003,3.069690266
Malta,2004,3.069690266
Malta,2005,3.097005809
Malta,2006,3.097005809
Malta,2007,3.101417015
Malta,2008,3.101417015
Malta,2009,3.101417015
Malta,2010,3.430560834
Malta,2011,3.430560834
Malta,2012,3.430900157
Malta,2013,3.430900157
Malta,2014,3.430900157
Malta,2015,3.430900157
Malta,2016,7.845159889
Malta,2017,7.845329551
Malta,2018,7.845499213
Malta,2019,7.845499213
Malta,2020,7.845499213
Malta,2021,7.845499213
Martinique,1950,0
Martinique,1960,0
Martinique,1970,0
Martinique,1980,0.007326778
Martinique,1985,0.007326778
Martinique,1990,0.007326778
Martinique,1995,0.012211297
Martinique,2000,0.012211297
Martinique,2001,0.012211297
Martinique,2002,0.012211297
Martinique,2003,0.012211297
Martinique,2004,0.012587029
Martinique,2005,0.012587029
Martinique,2006,0.012587029
Martinique,2007,0.012587029
Martinique,2008,0.012587029
Martinique,2009,0.012587029
Martinique,2010,99.25172931
Martinique,2011,99.25172931
Martinique,2012,99.25172931
Martinique,2013,99.25172931
Martinique,2014,99.25191717
Martinique,2015,99.25191717
Martinique,2016,99.25191717
Martinique,2017,99.85797323
Martinique,2018,99.85797323
Martinique,2019,99.85797323
Martinique,2020,99.85797323
Martinique,2021,99.85797323
Mayotte,1950,0
Mayotte,1960,0
Mayotte,1970,0
Mayotte,1980,0
Mayotte,1985,0
Mayotte,1990,0
Mayotte,1995,0
Mayotte,2000,0.000803579
Mayotte,2001,0.001205368
Mayotte,2002,0.002276806
Mayotte,2003,0.003214314
Mayotte,2004,0.003214314
Mayotte,2005,0.004151823
Mayotte,2006,0.004151823
Mayotte,2007,0.00589291
Mayotte,2008,0.00589291
Mayotte,2009,0.006160769
Mayotte,2010,98.49985268
Mayotte,2011,98.49985268
Mayotte,2012,98.53266547
Mayotte,2013,98.53266547
Mayotte,2014,98.53266547
Mayotte,2015,98.53266547
Mayotte,2016,98.5327994
Mayotte,2017,98.5327994
Mayotte,2018,98.5327994
Mayotte,2019,98.5327994
Mayotte,2020,98.5327994
Mayotte,2021,98.5327994
Montserrat,1950,0
Montserrat,1960,0
Montserrat,1970,0
Montserrat,1980,0
Montserrat,1985,0
Montserrat,1990,0
Montserrat,1995,0
Montserrat,2000,0
Montserrat,2001,0
Montserrat,2002,0
Montserrat,2003,0
Montserrat,2004,0
Montserrat,2005,0
Montserrat,2006,0
Montserrat,2007,0
Montserrat,2008,0
Montserrat,2009,0
Montserrat,2010,0
Montserrat,2011,0
Montserrat,2012,0
Montserrat,2013,0
Montserrat,2014,0
Montserrat,2015,0
Montserrat,2016,0
Montserrat,2017,0
Montserrat,2018,0
Montserrat,2019,0
Montserrat,2020,0
Montserrat,2021,0
New Caledonia,1950,0
New Caledonia,1960,0.008761397
New Caledonia,1970,0.009122804
New Caledonia,1980,0.009744863
New Caledonia,1985,0.009744863
New Caledonia,1990,0.034723751
New Caledonia,1995,0.055300322
New Caledonia,2000,0.158246731
New Caledonia,2001,0.158246731
New Caledonia,2002,0.158246731
New Caledonia,2003,0.158246731
New Caledonia,2004,0.158246731
New Caledonia,2005,0.158246731
New Caledonia,2006,0.158246731
New Caledonia,2007,0.158246731
New Caledonia,2008,1.902331215
New Caledonia,2009,2.200834186
New Caledonia,2010,2.200834186
New Caledonia,2011,2.200834186
New Caledonia,2012,2.200834186
New Caledonia,2013,2.382379084
New Caledonia,2014,96.32583154
New Caledonia,2015,96.32583154
New Caledonia,2016,96.32583154
New Caledonia,2017,96.32583154
New Caledonia,2018,96.32680406
New Caledonia,2019,96.34819939
New Caledonia,2020,96.34819939
New Caledonia,2021,96.34819939
Niue,1950,0
Niue,1960,0
Niue,1970,0
Niue,1980,0
Niue,1985,0
Niue,1990,0
Niue,1995,0.000168882
Niue,2000,0.000197029
Niue,2001,0.000197029
Niue,2002,0.000197029
Niue,2003,0.000197029
Niue,2004,0.000197029
Niue,2005,0.000197029
Niue,2006,0.000197029
Niue,2007,0.000197029
Niue,2008,0.000197029
Niue,2009,0.000197029
Niue,2010,0.000197029
Niue,2011,0.000197029
Niue,2012,0.000197029
Niue,2013,0.000197029
Niue,2014,0.000197029
Niue,2015,0.000197029
Niue,2016,0.000197029
Niue,2017,0.000506646
Niue,2018,0.000506646
Niue,2019,0.000506646
Niue,2020,40.39260589
Niue,2021,40.39260589
Norfolk Island,1950,0
Norfolk Island,1960,0
Norfolk Island,1970,0
Norfolk Island,1980,0
Norfolk Island,1985,0
Norfolk Island,1990,0
Norfolk Island,1995,0
Norfolk Island,2000,0
Norfolk Island,2001,0
Norfolk Island,2002,0
Norfolk Island,2003,0
Norfolk Island,2004,0
Norfolk Island,2005,0
Norfolk Island,2006,0
Norfolk Island,2007,0.02525487
Norfolk Island,2008,0.02525487
Norfolk Island,2009,0.02525487
Norfolk Island,2010,0.02525487
Norfolk Island,2011,0.02525487
Norfolk Island,2012,0.02525487
Norfolk Island,2013,0.02525487
Norfolk Island,2014,0.02525487
Norfolk Island,2015,0.02525487
Norfolk Island,2016,0.02525487
Norfolk Island,2017,0.02525487
Norfolk Island,2018,43.72686098
Norfolk Island,2019,43.72686098
Norfolk Island,2020,43.72686098
Norfolk Island,2021,43.72686098
Northern Mariana Islands,1950,0.002859931
Northern Mariana Islands,1960,0.002859931
Northern Mariana Islands,1970,0.002859931
Northern Mariana Islands,1980,0.002859931
Northern Mariana Islands,1985,0.002859931
Northern Mariana Islands,1990,0.002859931
Northern Mariana Islands,1995,0.002883373
Northern Mariana Islands,2000,0.00364524
Northern Mariana Islands,2001,0.003750729
Northern Mariana Islands,2002,0.003750729
Northern Mariana Islands,2003,0.003750729
Northern Mariana Islands,2004,0.003750729
Northern Mariana Islands,2005,0.003750729
Northern Mariana Islands,2006,0.003750729
Northern Mariana Islands,2007,0.003750729
Northern Mariana Islands,2008,0.003750729
Northern Mariana Islands,2009,26.87140567
Northern Mariana Islands,2010,26.87140567
Northern Mariana Islands,2011,26.87140567
Northern Mariana Islands,2012,26.87140567
Northern Mariana Islands,2013,26.87140567
Northern Mariana Islands,2014,26.87140567
Northern Mariana Islands,2015,26.87140567
Northern Mariana Islands,2016,26.87140567
Northern Mariana Islands,2017,26.87140567
Northern Mariana Islands,2018,26.87140567
Northern Mariana Islands,2019,26.87140567
Northern Mariana Islands,2020,26.87140567
Northern Mariana Islands,2021,26.87140567
Peru,1950,0
Peru,1960,0
Peru,1970,0
Peru,1980,0.251499884
Peru,1985,0.251499884
Peru,1990,0.252276342
Peru,1995,0.252276342
Peru,2000,0.252276342
Peru,2001,0.252276342
Peru,2002,0.252276342
Peru,2003,0.252276342
Peru,2004,0.252276342
Peru,2005,0.252276342
Peru,2006,0.252276342
Peru,2007,0.252504103
Peru,2008,0.252535161
Peru,2009,0.411615851
Peru,2010,0.411615851
Peru,2011,0.463576413
Peru,2012,0.463576413
Peru,2013,0.463576413
Peru,2014,0.463576413
Peru,2015,0.463576413
Peru,2016,0.470347125
Peru,2017,0.470347125
Peru,2018,0.470347125
Peru,2019,0.470347125
Peru,2020,0.470347125
Peru,2021,0.470347125
Pitcairn,1950,0
Pitcairn,1960,0
Pitcairn,1970,0
Pitcairn,1980,0
Pitcairn,1985,0
Pitcairn,1990,0.001447349
Pitcairn,1995,0.001447349
Pitcairn,2000,0.001447349
Pitcairn,2001,0.001447349
Pitcairn,2002,0.001447349
Pitcairn,2003,0.001447349
Pitcairn,2004,0.001447349
Pitcairn,2005,0.001447349
Pitcairn,2006,0.001447349
Pitcairn,2007,0.001447349
Pitcairn,2008,0.001447349
Pitcairn,2009,0.001447349
Pitcairn,2010,0.001447349
Pitcairn,2011,0.001447349
Pitcairn,2012,0.001447349
Pitcairn,2013,0.001447349
Pitcairn,2014,0.001447349
Pitcairn,2015,0.001447349
Pitcairn,2016,99.86107578
Pitcairn,2017,99.86107578
Pitcairn,2018,99.86107578
Pitcairn,2019,99.86107578
Pitcairn,2020,99.86107578
Pitcairn,2021,99.86107578
Puerto Rico,1950,0.003001694
Puerto Rico,1960,0.003001694
Puerto Rico,1970,0.003001694
Puerto Rico,1980,0.602616028
Puerto Rico,1985,0.702758764
Puerto Rico,1990,1.652174003
Puerto Rico,1995,1.66107558
Puerto Rico,2000,1.799619302
Puerto Rico,2001,1.849354273
Puerto Rico,2002,1.849354273
Puerto Rico,2003,1.849354273
Puerto Rico,2004,1.8497683
Puerto Rico,2005,1.8497683
Puerto Rico,2006,1.8497683
Puerto Rico,2007,1.8497683
Puerto Rico,2008,1.8497683
Puerto Rico,2009,1.862499625
Puerto Rico,2010,1.862499625
Puerto Rico,2011,1.862499625
Puerto Rico,2012,1.862499625
Puerto Rico,2013,1.862499625
Puerto Rico,2014,1.862499625
Puerto Rico,2015,1.862499625
Puerto Rico,2016,1.862499625
Puerto Rico,2017,1.862499625
Puerto Rico,2018,1.862499625
Puerto Rico,2019,1.862499625
Puerto Rico,2020,1.862499625
Puerto Rico,2021,1.862499625
Réunion,1950,0
Réunion,1960,0
Réunion,1970,0
Réunion,1980,0
Réunion,1985,1.51808E-05
Réunion,1990,1.51808E-05
Réunion,1995,1.51808E-05
Réunion,2000,1.51808E-05
Réunion,2001,1.51808E-05
Réunion,2002,1.51808E-05
Réunion,2003,1.51808E-05
Réunion,2004,1.51808E-05
Réunion,2005,1.51808E-05
Réunion,2006,1.51808E-05
Réunion,2007,0.005996413
Réunion,2008,0.005996413
Réunion,2009,0.005996413
Réunion,2010,0.006011593
Réunion,2011,0.006011593
